arabidopsis_gene	rice_gene	orthology_type	orthology_confidence
AT2G40730	Os01g0819900	ortholog_one2one	1
AT3G45100	Os07g0270950	ortholog_one2one	1
AT1G10240	Os04g0443000	ortholog_one2one	1
AT5G20270	Os06g0643700	ortholog_one2one	1
AT3G17760	Os08g0465800	ortholog_one2one	1
AT5G59210	Os03g0268100	ortholog_one2one	1
AT3G60830	Os03g0783000	ortholog_one2one	1
AT3G20660	Os04g0631100	ortholog_one2one	1
AT5G05130	Os07g0642400	ortholog_one2one	1
AT5G61330	Os01g0526200	ortholog_one2one	1
AT2G26540	Os03g0186100	ortholog_one2one	1
AT1G32900	Os07g0412100	ortholog_one2one	1
AT3G56040	Os05g0468600	ortholog_one2one	1
AT4G01880	Os03g0833200	ortholog_one2one	1
AT3G56940	Os01g0279100	ortholog_one2one	1
AT4G04850	Os12g0617800	ortholog_one2one	1
AT2G25840	Os01g0743400	ortholog_one2one	1
AT4G38210	Os06g0621900	ortholog_one2one	1
AT3G59040	Os08g0191900	ortholog_one2one	1
AT5G61530	Os07g0486500	ortholog_one2one	1
AT4G38370	Os04g0224600	ortholog_one2one	1
AT5G19220	Os03g0735000	ortholog_one2one	1
AT3G55010	Os03g0831500	ortholog_one2one	1
AT4G18810	Os02g0234500	ortholog_one2one	1
AT3G10230	Os02g0190600	ortholog_one2one	1
AT1G11320	Os06g0724200	ortholog_one2one	1
AT4G33470	Os12g0182700	ortholog_one2one	1
AT1G73320	Os06g0101100	ortholog_one2one	1
AT2G18460	Os12g0482600	ortholog_one2one	1
AT5G44230	Os06g0694300	ortholog_one2one	1
AT3G48610	Os01g0102000	ortholog_one2one	1
AT5G03900	Os02g0533000	ortholog_one2one	1
AT2G41080	Os03g0816600	ortholog_one2one	1
AT5G35460	Os01g0585100	ortholog_one2one	1
AT4G15840	Os01g0932600	ortholog_one2one	1
AT1G70070	Os02g0739000	ortholog_one2one	1
AT3G51270	Os01g0888700	ortholog_one2one	1
AT4G35850	Os05g0145600	ortholog_one2one	1
AT2G27610	Os05g0455900	ortholog_one2one	1
AT2G28600	Os12g0147500	ortholog_one2one	1
AT2G34357	Os02g0782100	ortholog_one2one	1
AT1G14810	Os03g0760700	ortholog_one2one	1
AT4G29170	Os09g0280600	ortholog_one2one	1
AT3G45770	Os12g0102100	ortholog_one2one	1
AT4G32930	Os01g0565600	ortholog_one2one	1
AT3G19440	Os09g0103500	ortholog_one2one	1
AT5G08320	Os02g0635700	ortholog_one2one	1
AT4G16710	Os02g0467700	ortholog_one2one	1
AT3G45890	Os04g0290800	ortholog_one2one	1
AT1G08470	Os03g0750700	ortholog_one2one	1
AT3G24570	Os01g0228300	ortholog_one2one	1
AT1G09760	Os02g0234800	ortholog_one2one	1
AT2G21385	Os09g0531100	ortholog_one2one	1
AT1G03900	Os10g0476000	ortholog_one2one	1
AT2G17270	Os09g0554000	ortholog_one2one	1
AT1G69210	Os07g0155200	ortholog_one2one	1
AT4G34215	Os04g0276600	ortholog_one2one	1
AT3G24530	Os02g0266300	ortholog_one2one	1
AT4G19150	Os10g0580700	ortholog_one2one	1
AT3G15620	Os02g0204400	ortholog_one2one	1
AT2G14045	Os07g0185800	ortholog_one2one	1
AT3G27325	Os09g0266400	ortholog_one2one	1
AT5G55960	Os06g0297700	ortholog_one2one	1
AT5G19620	Os02g0196300	ortholog_one2one	1
AT2G46915	Os06g0104000	ortholog_one2one	1
AT5G24300	Os06g0160700	ortholog_one2one	1
AT1G16900	Os01g0209000	ortholog_one2one	1
AT4G39520	Os07g0627800	ortholog_one2one	1
AT1G63000	Os02g0678400	ortholog_one2one	1
AT2G24230	Os08g0276400	ortholog_one2one	1
AT5G58470	Os01g0164400	ortholog_one2one	1
AT4G00090	Os03g0858400	ortholog_one2one	1
AT4G24040	Os10g0521000	ortholog_one2one	1
AT5G40740	Os02g0329300	ortholog_one2one	1
AT3G48260	Os05g0108300	ortholog_one2one	1
AT5G08720	Os03g0837900	ortholog_one2one	1
AT5G20080	Os01g0174300	ortholog_one2one	1
AT5G09680	Os07g0232200	ortholog_one2one	1
AT5G63640	Os08g0109000	ortholog_one2one	1
AT4G25540	Os04g0682900	ortholog_one2one	1
AT5G66005	Os03g0130750	ortholog_one2one	1
AT3G16370	Os06g0148200	ortholog_one2one	1
AT1G77290	Os04g0435500	ortholog_one2one	1
AT4G34460	Os03g0669200	ortholog_one2one	1
AT5G07810	Os07g0598300	ortholog_one2one	1
AT4G30600	Os08g0480100	ortholog_one2one	1
AT4G14590	Os11g0171400	ortholog_one2one	1
AT2G38730	Os03g0811600	ortholog_one2one	1
AT5G52190	Os04g0568600	ortholog_one2one	1
AT2G42910	Os02g0714600	ortholog_one2one	1
AT1G08520	Os03g0811100	ortholog_one2one	1
AT3G25805	Os04g0462300	ortholog_one2one	1
AT5G13650	Os02g0285800	ortholog_one2one	1
AT5G19850	Os07g0575800	ortholog_one2one	1
AT4G33480	Os04g0692200	ortholog_one2one	1
AT1G78620	Os01g0729100	ortholog_one2one	1
AT4G21705	Os07g0598500	ortholog_one2one	1
AT3G59420	Os03g0637800	ortholog_one2one	1
AT3G25470	Os11g0247400	ortholog_one2one	1
AT1G35420	Os05g0429500	ortholog_one2one	1
AT5G43940	Os02g0815500	ortholog_one2one	1
AT4G08280	Os02g0767900	ortholog_one2one	1
AT2G01410	Os01g0606133	ortholog_one2one	1
AT1G30270	Os07g0150700	ortholog_one2one	1
AT5G48030	Os06g0116800	ortholog_one2one	1
AT5G58480	Os03g0296500	ortholog_one2one	1
AT2G34460	Os06g0360300	ortholog_one2one	1
AT1G17110	Os02g0244300	ortholog_one2one	1
AT1G30610	Os01g0674700	ortholog_one2one	1
AT1G50000	Os03g0729700	ortholog_one2one	1
AT2G27900	Os10g0546300	ortholog_one2one	1
AT5G23290	Os10g0488100	ortholog_one2one	1
AT2G32640	Os08g0422000	ortholog_one2one	1
AT2G41020	Os01g0916300	ortholog_one2one	1
AT5G15550	Os07g0600400	ortholog_one2one	1
AT2G31340	Os09g0296400	ortholog_one2one	1
AT2G38330	Os12g0106600	ortholog_one2one	1
AT2G20330	Os10g0464100	ortholog_one2one	1
AT5G26340	Os03g0218400	ortholog_one2one	1
AT5G24850	Os06g0661800	ortholog_one2one	1
AT2G18030	Os06g0138100	ortholog_one2one	1
AT5G08490	Os02g0290000	ortholog_one2one	1
AT4G10340	Os11g0242800	ortholog_one2one	1
AT1G54310	Os02g0173700	ortholog_one2one	1
AT5G22875	Os04g0165500	ortholog_one2one	1
AT2G03380	Os06g0185700	ortholog_one2one	1
AT1G07910	Os07g0191700	ortholog_one2one	1
AT3G54090	Os01g0851000	ortholog_one2one	1
AT1G75450	Os01g0775400	ortholog_one2one	1
AT2G45790	Os04g0682300	ortholog_one2one	1
AT1G33290	Os12g0209000	ortholog_one2one	1
AT5G57250	Os01g0263400	ortholog_one2one	1
AT2G37110	Os01g0157900	ortholog_one2one	1
AT3G44160	Os05g0510200	ortholog_one2one	1
AT3G47470	Os08g0435900	ortholog_one2one	1
AT5G23300	Os04g0676300	ortholog_one2one	1
AT5G12410	Os11g0568600	ortholog_one2one	1
AT5G05365	Os01g0826000	ortholog_one2one	1
AT4G21720	Os04g0680300	ortholog_one2one	1
AT3G24030	Os01g0363600	ortholog_one2one	1
AT5G05660	Os01g0158900	ortholog_one2one	1
AT5G49960	Os01g0870100	ortholog_one2one	1
AT1G26840	Os07g0628600	ortholog_one2one	1
AT4G15770	Os07g0670600	ortholog_one2one	1
AT5G63610	Os10g0580300	ortholog_one2one	1
AT3G44200	Os05g0440800	ortholog_one2one	1
AT1G74700	Os02g0214300	ortholog_one2one	1
AT2G32800	Os11g0445300	ortholog_one2one	1
AT3G07100	Os04g0129500	ortholog_one2one	1
AT5G51040	Os11g0528300	ortholog_one2one	1
AT5G49930	Os12g0564600	ortholog_one2one	1
AT3G07700	Os09g0250700	ortholog_one2one	1
AT1G11780	Os11g0488500	ortholog_one2one	1
AT5G65960	Os04g0584800	ortholog_one2one	1
AT1G59990	Os09g0383400	ortholog_one2one	1
AT4G14147	Os03g0848300	ortholog_one2one	1
AT5G11580	Os01g0725600	ortholog_one2one	1
AT5G10320	Os04g0451100	ortholog_one2one	1
AT3G54510	Os01g0950900	ortholog_one2one	1
AT5G35630	Os04g0659100	ortholog_one2one	1
AT1G67620	Os12g0241100	ortholog_one2one	1
AT1G06720	Os03g0333100	ortholog_one2one	1
AT2G15270	Os09g0104300	ortholog_one2one	1
AT1G27695	Os12g0507600	ortholog_one2one	1
AT5G08560	Os02g0294600	ortholog_one2one	1
AT1G02970	Os02g0135300	ortholog_one2one	1
AT2G01070	Os11g0546100	ortholog_one2one	1
AT1G69220	Os03g0755000	ortholog_one2one	1
AT2G39630	Os03g0821800	ortholog_one2one	1
AT2G29530	Os03g0825400	ortholog_one2one	1
AT5G39790	Os02g0135900	ortholog_one2one	1
AT1G63100	Os06g0127800	ortholog_one2one	1
AT5G67130	Os09g0115600	ortholog_one2one	1
AT3G29090	Os10g0407000	ortholog_one2one	1
AT1G02910	Os01g0358300	ortholog_one2one	1
AT3G52220	Os08g0558700	ortholog_one2one	1
AT1G74900	Os02g0679200	ortholog_one2one	1
AT3G16810	Os03g0831100	ortholog_one2one	1
AT1G26640	Os01g0764600	ortholog_one2one	1
AT2G24830	Os02g0793000	ortholog_one2one	1
AT5G55590	Os07g0607400	ortholog_one2one	1
AT1G79490	Os04g0612800	ortholog_one2one	1
AT5G13610	Os07g0694800	ortholog_one2one	1
AT4G34830	Os10g0181200	ortholog_one2one	1
AT1G51730	Os01g0558300	ortholog_one2one	1
AT5G22620	Os11g0150100	ortholog_one2one	1
AT1G64890	Os05g0389400	ortholog_one2one	1
AT4G21520	Os03g0738000	ortholog_one2one	1
AT1G17690	Os05g0295100	ortholog_one2one	1
AT1G03310	Os05g0393700	ortholog_one2one	1
AT4G01560	Os06g0137500	ortholog_one2one	1
AT2G41530	Os01g0939700	ortholog_one2one	1
AT2G39470	Os03g0279950	ortholog_one2one	1
AT1G05620	Os03g0425200	ortholog_one2one	1
AT5G48130	Os07g0584200	ortholog_one2one	1
AT1G05960	Os01g0898300	ortholog_one2one	1
AT3G02550	Os01g0511000	ortholog_one2one	1
AT1G64600	Os07g0297300	ortholog_one2one	1
AT2G34470	Os05g0565200	ortholog_one2one	1
AT5G27730	Os01g0931100	ortholog_one2one	1
AT3G63270	Os07g0175100	ortholog_one2one	1
AT4G19390	Os06g0710300	ortholog_one2one	1
AT1G69440	Os03g0449200	ortholog_one2one	1
AT3G25660	Os04g0643200	ortholog_one2one	1
AT3G44530	Os09g0567700	ortholog_one2one	1
AT4G36860	Os06g0182500	ortholog_one2one	1
AT1G77550	Os03g0179000	ortholog_one2one	1
AT1G19880	Os04g0662800	ortholog_one2one	1
AT5G38890	Os02g0815800	ortholog_one2one	1
AT2G25660	Os01g0179400	ortholog_one2one	1
AT4G29590	Os01g0712600	ortholog_one2one	1
AT3G06960	Os01g0251000	ortholog_one2one	1
AT3G24730	Os11g0297900	ortholog_one2one	1
AT1G65410	Os03g0670100	ortholog_one2one	1
AT2G47330	Os03g0308500	ortholog_one2one	1
AT5G47010	Os07g0495900	ortholog_one2one	1
AT2G40570	Os06g0555500	ortholog_one2one	1
AT1G73060	Os02g0117100	ortholog_one2one	1
AT1G53140	Os01g0748000	ortholog_one2one	1
AT4G38495	Os04g0274400	ortholog_one2one	1
AT4G19830	Os02g0168700	ortholog_one2one	1
AT3G51790	Os10g0545800	ortholog_one2one	1
AT4G31990	Os02g0797500	ortholog_one2one	1
AT3G10850	Os03g0332400	ortholog_one2one	1
AT5G55100	Os01g0698100	ortholog_one2one	1
AT2G01730	Os09g0397900	ortholog_one2one	1
AT5G13450	Os06g0646500	ortholog_one2one	1
AT1G43710	Os02g0541325	ortholog_one2one	1
AT3G52300	Os08g0478200	ortholog_one2one	1
AT1G54780	Os05g0401100	ortholog_one2one	1
AT3G07800	Os03g0113100	ortholog_one2one	1
AT4G31790	Os03g0355800	ortholog_one2one	1
AT5G48730	Os06g0172000	ortholog_one2one	1
AT3G47700	Os02g0748100	ortholog_one2one	1
AT5G06370	Os05g0440100	ortholog_one2one	1
AT4G17020	Os04g0680000	ortholog_one2one	1
AT2G17975	Os04g0110600	ortholog_one2one	1
AT5G27390	Os05g0401300	ortholog_one2one	1
AT2G20050	Os02g0281000	ortholog_one2one	1
AT2G02500	Os01g0887100	ortholog_one2one	1
AT5G49555	Os12g0631800	ortholog_one2one	1
AT5G37055	Os03g0367800	ortholog_one2one	1
AT2G01440	Os02g0710800	ortholog_one2one	1
AT5G24970	Os07g0459200	ortholog_one2one	1
AT5G02820	Os03g0284800	ortholog_one2one	1
AT1G16880	Os08g0242700	ortholog_one2one	1
AT5G02370	Os05g0459400	ortholog_one2one	1
AT3G58730	Os04g0643100	ortholog_one2one	1
AT5G54310	Os07g0563800	ortholog_one2one	1
AT1G11750	Os03g0411500	ortholog_one2one	1
AT4G04940	Os06g0644600	ortholog_one2one	1
AT2G47830	Os03g0346800	ortholog_one2one	1
AT2G35190	Os06g0715100	ortholog_one2one	1
AT5G04360	Os04g0164900	ortholog_one2one	1
AT1G43800	Os01g0880800	ortholog_one2one	1
AT4G04920	Os10g0498700	ortholog_one2one	1
AT3G53760	Os05g0154500	ortholog_one2one	1
AT2G18390	Os02g0327100	ortholog_one2one	1
AT4G26750	Os06g0308800	ortholog_one2one	1
AT5G13960	Os01g0927000	ortholog_one2one	1
AT1G77122	Os04g0438300	ortholog_one2one	1
AT4G15720	Os12g0163600	ortholog_one2one	1
AT1G12410	Os06g0136800	ortholog_one2one	1
AT3G19630	Os03g0202300	ortholog_one2one	1
AT1G01040	Os03g0121800	ortholog_one2one	1
AT4G18372	Os06g0677600	ortholog_one2one	1
AT1G32440	Os10g0571200	ortholog_one2one	1
AT2G18850	Os08g0244400	ortholog_one2one	1
AT4G30510	Os02g0791800	ortholog_one2one	1
AT4G36390	Os11g0592800	ortholog_one2one	1
AT5G17980	Os07g0165100	ortholog_one2one	1
AT4G01037	Os05g0571100	ortholog_one2one	1
AT3G51980	Os09g0512700	ortholog_one2one	1
AT1G25420	Os01g0687700	ortholog_one2one	1
AT1G80510	Os06g0644700	ortholog_one2one	1
AT5G11270	Os06g0601000	ortholog_one2one	1
AT5G03080	Os03g0288700	ortholog_one2one	1
AT1G68370	Os01g0512100	ortholog_one2one	1
AT2G05830	Os11g0216900	ortholog_one2one	1
AT4G29890	Os06g0698785	ortholog_one2one	1
AT3G20720	Os04g0628600	ortholog_one2one	1
AT5G57490	Os03g0137500	ortholog_one2one	1
AT3G17465	Os01g0251100	ortholog_one2one	1
AT1G25530	Os04g0462400	ortholog_one2one	1
AT5G60600	Os02g0603800	ortholog_one2one	1
AT5G24170	Os01g0219100	ortholog_one2one	1
AT3G17590	Os02g0723700	ortholog_one2one	1
AT4G38380	Os09g0548300	ortholog_one2one	1
AT1G10520	Os06g0237200	ortholog_one2one	1
AT4G01030	Os05g0586900	ortholog_one2one	1
AT4G01730	Os12g0263100	ortholog_one2one	1
AT1G06560	Os08g0365900	ortholog_one2one	1
AT5G41150	Os03g0100400	ortholog_one2one	1
AT5G55580	Os07g0583200	ortholog_one2one	1
AT5G10460	Os08g0542600	ortholog_one2one	1
AT5G39590	Os04g0663700	ortholog_one2one	1
AT5G16630	Os08g0427500	ortholog_one2one	1
AT1G32200	Os10g0577900	ortholog_one2one	1
AT4G02900	Os05g0393800	ortholog_one2one	1
AT1G80150	Os08g0499800	ortholog_one2one	1
AT5G40670	Os12g0278700	ortholog_one2one	1
AT5G49130	Os12g0552600	ortholog_one2one	1
AT5G15390	Os07g0598100	ortholog_one2one	1
AT2G23840	Os07g0170200	ortholog_one2one	1
AT1G53120	Os01g0747700	ortholog_one2one	1
AT3G54230	Os02g0167500	ortholog_one2one	1
AT4G01050	Os02g0257300	ortholog_one2one	1
AT2G25680	Os08g0101500	ortholog_one2one	1
AT4G04350	Os01g0120300	ortholog_one2one	1
AT4G21190	Os01g0757700	ortholog_one2one	1
AT3G60360	Os01g0810000	ortholog_one2one	1
AT2G14835	Os10g0346200	ortholog_one2one	1
AT5G13710	Os07g0206700	ortholog_one2one	1
AT3G04880	Os01g0542000	ortholog_one2one	1
AT5G20350	Os06g0644500	ortholog_one2one	1
AT4G16370	Os03g0751100	ortholog_one2one	1
AT2G40650	Os09g0103600	ortholog_one2one	1
AT1G58340	Os03g0229500	ortholog_one2one	1
AT2G31040	Os01g0673800	ortholog_one2one	1
AT3G26410	Os02g0556400	ortholog_one2one	1
AT5G02270	Os03g0316900	ortholog_one2one	1
AT1G17650	Os01g0574600	ortholog_one2one	1
AT4G31210	Os06g0281400	ortholog_one2one	1
AT4G24740	Os12g0460800	ortholog_one2one	1
AT5G39900	Os06g0144800	ortholog_one2one	1
AT3G54130	Os01g0851400	ortholog_one2one	1
AT1G04920	Os01g0919400	ortholog_one2one	1
AT5G46180	Os03g0643300	ortholog_one2one	1
AT1G11860	Os04g0623800	ortholog_one2one	1
AT5G19020	Os01g0390600	ortholog_one2one	1
AT3G54170	Os06g0474200	ortholog_one2one	1
AT5G16740	Os11g0298000	ortholog_one2one	1
AT1G28690	Os03g0369700	ortholog_one2one	1
AT3G22300	Os12g0517200	ortholog_one2one	1
AT5G15640	Os03g0754800	ortholog_one2one	1
AT2G01080	Os03g0262700	ortholog_one2one	1
AT1G15980	Os08g0276100	ortholog_one2one	1
AT3G02070	Os04g0402300	ortholog_one2one	1
AT3G55530	Os03g0272300	ortholog_one2one	1
AT5G12370	Os12g0238100	ortholog_one2one	1
AT5G38520	Os05g0419000	ortholog_one2one	1
AT1G30090	Os07g0153400	ortholog_one2one	1
AT2G26870	Os01g0955000	ortholog_one2one	1
AT1G27460	Os03g0200600	ortholog_one2one	1
AT5G20170	Os12g0638600	ortholog_one2one	1
AT1G60430	Os02g0235000	ortholog_one2one	1
AT1G14140	Os04g0449000	ortholog_one2one	1
AT5G07920	Os12g0576900	ortholog_one2one	1
AT3G06270	Os07g0646100	ortholog_one2one	1
AT4G36050	Os09g0536000	ortholog_one2one	1
AT5G17660	Os01g0535900	ortholog_one2one	1
AT4G31130	Os05g0121000	ortholog_one2one	1
AT2G48010	Os01g0384300	ortholog_one2one	1
AT4G17570	Os04g0544500	ortholog_one2one	1
AT5G40610	Os01g0971600	ortholog_one2one	1
AT2G44610	Os07g0496000	ortholog_one2one	1
AT2G17705	Os03g0136500	ortholog_one2one	1
AT2G25605	Os05g0574700	ortholog_one2one	1
AT1G66680	Os01g0121100	ortholog_one2one	1
AT3G52570	Os01g0862000	ortholog_one2one	1
AT3G57000	Os02g0290400	ortholog_one2one	1
AT1G52510	Os04g0644600	ortholog_one2one	1
AT1G79600	Os05g0323800	ortholog_one2one	1
AT3G01800	Os04g0490400	ortholog_one2one	1
AT1G02090	Os07g0490800	ortholog_one2one	1
AT2G47420	Os10g0183900	ortholog_one2one	1
AT1G08190	Os04g0195000	ortholog_one2one	1
AT3G07160	Os03g0119500	ortholog_one2one	1
AT2G18410	Os03g0201700	ortholog_one2one	1
AT2G20280	Os01g0834700	ortholog_one2one	1
AT3G48420	Os03g0565200	ortholog_one2one	1
AT2G25910	Os01g0566900	ortholog_one2one	1
AT3G02690	Os10g0493900	ortholog_one2one	1
AT2G01690	Os03g0223700	ortholog_one2one	1
AT2G33040	Os10g0320400	ortholog_one2one	1
AT2G25950	Os01g0559000	ortholog_one2one	1
AT2G28470	Os03g0255100	ortholog_one2one	1
AT4G17300	Os07g0485400	ortholog_one2one	1
AT3G46200	Os05g0117500	ortholog_one2one	1
AT1G79050	Os03g0639700	ortholog_one2one	1
AT5G24330	Os02g0122700	ortholog_one2one	1
AT1G29040	Os01g0613300	ortholog_one2one	1
AT1G32550	Os03g0685000	ortholog_one2one	1
AT4G28980	Os06g0334400	ortholog_one2one	1
AT1G50440	Os02g0132300	ortholog_one2one	1
AT1G49540	Os08g0493900	ortholog_one2one	1
AT3G03440	Os01g0112500	ortholog_one2one	1
AT3G51820	Os05g0349700	ortholog_one2one	1
AT2G44520	Os01g0527700	ortholog_one2one	1
AT1G53000	Os05g0561500	ortholog_one2one	1
AT2G43360	Os08g0540100	ortholog_one2one	1
AT2G01140	Os01g0118000	ortholog_one2one	1
AT3G45620	Os03g0286800	ortholog_one2one	1
AT1G01920	Os06g0127200	ortholog_one2one	1
AT3G10080	Os02g0532500	ortholog_one2one	1
AT1G71460	Os12g0202850	ortholog_one2one	1
AT2G37130	Os07g0694300	ortholog_one2one	1
AT1G56350	Os03g0305700	ortholog_one2one	1
AT4G25290	Os09g0532700	ortholog_one2one	1
AT3G12380	Os01g0144340	ortholog_one2one	1
AT1G02150	Os04g0544400	ortholog_one2one	1
AT1G47740	Os03g0198500	ortholog_one2one	1
AT3G13200	Os06g0106100	ortholog_one2one	1
AT5G19530	Os02g0237100	ortholog_one2one	1
AT5G14020	Os11g0514800	ortholog_one2one	1
AT5G01360	Os03g0291200	ortholog_one2one	1
AT1G08660	Os11g0572400	ortholog_one2one	1
AT2G43080	Os04g0346000	ortholog_one2one	1
AT3G54050	Os03g0267300	ortholog_one2one	1
AT5G62990	Os04g0312100	ortholog_one2one	1
AT3G18390	Os05g0551900	ortholog_one2one	1
AT3G10690	Os03g0812000	ortholog_one2one	1
AT5G06120	Os03g0616700	ortholog_one2one	1
AT5G55760	Os04g0271000	ortholog_one2one	1
AT1G57600	Os05g0144000	ortholog_one2one	1
AT3G22960	Os07g0181000	ortholog_one2one	1
AT2G44660	Os02g0688500	ortholog_one2one	1
AT3G23490	Os10g0471300	ortholog_one2one	1
AT1G68750	Os01g0110700	ortholog_one2one	1
AT2G26590	Os05g0594800	ortholog_one2one	1
AT3G06200	Os03g0320900	ortholog_one2one	1
AT4G10090	Os03g0284000	ortholog_one2one	1
AT1G63850	Os04g0579700	ortholog_one2one	1
AT5G04740	Os12g0152700	ortholog_one2one	1
AT5G59770	Os05g0460800	ortholog_one2one	1
AT1G06060	Os01g0775600	ortholog_one2one	1
AT4G39010	Os09g0530200	ortholog_one2one	1
AT2G30710	Os09g0515800	ortholog_one2one	1
AT5G50280	Os05g0294600	ortholog_one2one	1
AT1G72880	Os01g0709400	ortholog_one2one	1
AT3G18680	Os01g0965400	ortholog_one2one	1
AT4G15890	Os12g0548100	ortholog_one2one	1
AT5G04900	Os03g0654600	ortholog_one2one	1
AT4G12640	Os09g0298700	ortholog_one2one	1
AT2G33205	Os04g0506300	ortholog_one2one	1
AT1G34630	Os03g0190900	ortholog_one2one	1
AT4G34030	Os08g0424200	ortholog_one2one	1
AT5G51410	Os07g0456400	ortholog_one2one	1
AT2G41040	Os06g0646000	ortholog_one2one	1
AT5G54140	Os04g0521800	ortholog_one2one	1
AT2G15230	Os09g0103100	ortholog_one2one	1
AT3G62390	Os03g0307700	ortholog_one2one	1
AT1G73400	Os02g0759500	ortholog_one2one	1
AT2G13560	Os07g0496200	ortholog_one2one	1
AT3G02720	Os04g0671700	ortholog_one2one	1
AT5G34850	Os06g0643900	ortholog_one2one	1
AT4G39850	Os05g0107600	ortholog_one2one	1
AT1G68825	Os01g0525350	ortholog_one2one	1
AT5G65165	Os09g0370300	ortholog_one2one	1
AT5G50870	Os01g0925800	ortholog_one2one	1
AT5G16060	Os03g0257900	ortholog_one2one	1
AT4G02820	Os12g0527900	ortholog_one2one	1
AT2G19640	Os08g0205300	ortholog_one2one	1
AT2G28260	Os02g0627700	ortholog_one2one	1
AT1G71750	Os05g0182201	ortholog_one2one	1
AT1G23230	Os02g0732700	ortholog_one2one	1
AT3G17040	Os03g0308800	ortholog_one2one	1
AT2G41705	Os10g0567000	ortholog_one2one	1
AT5G40020	Os10g0412700	ortholog_one2one	1
AT5G62270	Os01g0801700	ortholog_one2one	1
AT5G02830	Os03g0284900	ortholog_one2one	1
AT1G70590	Os04g0476000	ortholog_one2one	1
AT3G48900	Os08g0101600	ortholog_one2one	1
AT1G59820	Os10g0412000	ortholog_one2one	1
AT1G73470	Os09g0448900	ortholog_one2one	1
AT2G32000	Os09g0500600	ortholog_one2one	1
AT1G04730	Os03g0264800	ortholog_one2one	1
AT5G62640	Os07g0192900	ortholog_one2one	1
AT3G54460	Os01g0952200	ortholog_one2one	1
AT1G05750	Os02g0769900	ortholog_one2one	1
AT3G23255	Os10g0466100	ortholog_one2one	1
AT1G01090	Os04g0119400	ortholog_one2one	1
AT1G22850	Os01g0884900	ortholog_one2one	1
AT1G21760	Os04g0431200	ortholog_one2one	1
AT1G29630	Os01g0777300	ortholog_one2one	1
AT1G63855	Os02g0120300	ortholog_one2one	1
AT4G23840	Os05g0212200	ortholog_one2one	1
AT5G09950	Os01g0589900	ortholog_one2one	1
AT1G23740	Os08g0379400	ortholog_one2one	1
AT5G23540	Os06g0703600	ortholog_one2one	1
AT5G15540	Os07g0110400	ortholog_one2one	1
AT3G62010	Os03g0586700	ortholog_one2one	1
AT5G63620	Os08g0109200	ortholog_one2one	1
AT1G60790	Os04g0508000	ortholog_one2one	1
AT3G26782	Os07g0299800	ortholog_one2one	1
AT1G66430	Os06g0232200	ortholog_one2one	1
AT2G22410	Os10g0400250	ortholog_one2one	1
AT4G38010	Os04g0488200	ortholog_one2one	1
AT5G14250	Os08g0119000	ortholog_one2one	1
AT2G04660	Os04g0484800	ortholog_one2one	1
AT1G76050	Os06g0717400	ortholog_one2one	1
AT2G46200	Os01g0226500	ortholog_one2one	1
AT4G38500	Os06g0724300	ortholog_one2one	1
AT1G77670	Os09g0453800	ortholog_one2one	1
AT3G59030	Os12g0615700	ortholog_one2one	1
AT2G02710	Os01g0186200	ortholog_one2one	1
AT1G25500	Os02g0580100	ortholog_one2one	1
AT1G18030	Os09g0314400	ortholog_one2one	1
AT2G30130	Os05g0346800	ortholog_one2one	1
AT1G55090	Os07g0167100	ortholog_one2one	1
AT1G01770	Os07g0457300	ortholog_one2one	1
AT3G59845	Os04g0497000	ortholog_one2one	1
AT1G72550	Os05g0558900	ortholog_one2one	1
AT1G25290	Os09g0454100	ortholog_one2one	1
AT3G48810	Os05g0132000	ortholog_one2one	1
AT4G18060	Os07g0508300	ortholog_one2one	1
AT1G74600	Os09g0413300	ortholog_one2one	1
AT4G32320	Os08g0522400	ortholog_one2one	1
AT1G60230	Os01g0640800	ortholog_one2one	1
AT3G62140	Os01g0321800	ortholog_one2one	1
AT1G32250	Os01g0505600	ortholog_one2one	1
AT1G03090	Os12g0605800	ortholog_one2one	1
AT1G04120	Os03g0142800	ortholog_one2one	1
AT1G64350	Os01g0620100	ortholog_one2one	1
AT4G16570	Os06g0105500	ortholog_one2one	1
AT3G52090	Os07g0172500	ortholog_one2one	1
AT1G71110	Os01g0121300	ortholog_one2one	1
AT3G09660	Os05g0464100	ortholog_one2one	1
AT2G39760	Os07g0101400	ortholog_one2one	1
AT5G25265	Os06g0180000	ortholog_one2one	1
AT5G15410	Os03g0758300	ortholog_one2one	1
AT5G19540	Os08g0387500	ortholog_one2one	1
AT3G23940	Os08g0559600	ortholog_one2one	1
AT1G26940	Os11g0602900	ortholog_one2one	1
AT3G46220	Os05g0117600	ortholog_one2one	1
AT5G52630	Os01g0651100	ortholog_one2one	1
AT3G55420	Os05g0459300	ortholog_one2one	1
AT5G46630	Os02g0690700	ortholog_one2one	1
AT5G44520	Os03g0781400	ortholog_one2one	1
AT1G55910	Os03g0411800	ortholog_one2one	1
AT5G25800	Os12g0188900	ortholog_one2one	1
AT5G16715	Os07g0163500	ortholog_one2one	1
AT4G23860	Os06g0529800	ortholog_one2one	1
AT1G09740	Os02g0760500	ortholog_one2one	1
AT5G36300	Os06g0710800	ortholog_one2one	1
AT4G14965	Os03g0205500	ortholog_one2one	1
AT4G27600	Os10g0573000	ortholog_one2one	1
